job_id,title,industry,employment_type,location,required_experience,required_education,has_company_profile,has_salary,has_logo,has_requirements,has_benefits,telecommuting,urgency_count,money_flag_count,vague_count,credential_count,desc_len,profile_len,predicted_prob,risk_tier,fraudulent
2170,Contact Center Representatives,Financial Services,Full-time,"US, NV, Las Vegas",Entry level,Unspecified,1,0,1,1,1,0,0,0,0,0,1743,1025,1.0,Low,0
2171,Front-end Web Designer,Computer Software,Full-time,"US, , Indianapolis",Associate,Bachelor's Degree,0,0,0,1,1,0,2,0,0,0,1743,0,0.5,Low,0
2172,Regional Sales Executive,Law Practice,Full-time,"US, TX, Dallas",Mid-Senior level,Bachelor's Degree,1,0,1,1,1,0,2,0,0,0,1425,1441,0.3,Low,0
2173,iOS / Android Front-End Developer jobs in California,Information Technology and Services,Full-time,"US, CA, Burlingame",Associate,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,712,393,0.4,Low,0
2174,Freeswitch Engineer,Telecommunications,Full-time,"US, VA, Herndon",Mid-Senior level,Unspecified,1,0,1,1,0,0,0,0,0,0,515,844,3.7,Low,0
2175,Estimator,Utilities,Contract,"US, ,",Mid-Senior level,,0,0,1,1,0,0,0,0,0,0,1478,0,17.6,Low,0
2176,Junior tester,Information Technology and Services,Full-time,"EG, ALX, Alexandria",Entry level,Bachelor's Degree,1,0,1,1,0,0,0,0,0,0,615,1257,1.1,Low,0
2177,Wellness Coordinator,Insurance,Full-time,"US, NY, New York City",Associate,,1,0,1,1,1,0,0,0,0,0,897,1049,0.5,Low,0
2178,iOS Mobile Developer,,Full-time,"GR, ,",,,1,1,1,1,1,0,0,0,0,0,316,174,1.5,Low,0
2179,Business Technology Analyst,Financial Services,Full-time,"US, , Jersey City",Associate,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,1133,422,4.9,Low,0
2180,Digital Ad Sales Account Executive,Marketing and Advertising,Full-time,"US, CA, Loas Angeles",Mid-Senior level,Bachelor's Degree,0,1,0,0,0,0,1,0,0,0,561,0,15.6,Low,0
2181,Quality Assurance Engineer,Computer Software,Full-time,US,Entry level,Bachelor's Degree,0,1,0,0,0,0,0,0,0,0,331,0,0.9,Low,0
2182,Customer Service Associate,Consumer Services,,"US, NY, New York",Entry level,High School or equivalent,1,0,1,1,0,0,1,0,0,0,1258,684,0.1,Low,0
2183,Physical Therapist Physical Therapy Outpatient Clinic,Hospital & Health Care,Full-time,"US, VA, Newport News",Mid-Senior level,Bachelor's Degree,1,0,1,0,0,0,0,0,0,0,1021,115,1.5,Low,0
2184,CAD Operator,Oil & Energy,Full-time,"US, TX, Houston",,,1,0,1,1,1,0,0,0,0,0,2707,415,99.7,High,1
2185,Independent Consultant,,,"US, ,",,,0,0,0,0,0,1,1,0,0,0,535,0,52.6,Medium,0
2186,Sr.Java Developer jobs in Utah,Information Technology and Services,Full-time,"US, UT, Salt Lake City",Mid-Senior level,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,482,393,0.5,Low,0
2187,SR. PHP DEVELOPER,Staffing and Recruiting,Full-time,"PH, 07, Cebu City",,Master's Degree,1,0,1,1,0,0,0,0,0,0,840,464,0.6,Low,0
2188,Oracle Applications Analyst-Supply Chain,,,"US, TX, Houston",,,1,0,1,1,1,0,0,0,0,0,686,393,0.7,Low,0
2189,General Clerk III/Driver II,Government Relations,Full-time,"US, VA, McLean",Entry level,High School or equivalent,1,0,1,1,0,0,1,0,0,0,1113,684,0.1,Low,0
2190,Talent Manager,Human Resources,Full-time,"GB, LND, London",Not Applicable,Unspecified,1,0,1,1,1,0,1,0,0,0,874,295,0.2,Low,0
2191,VBA Developer,Hospital & Health Care,Contract,"US, MI, Detroit",,,1,0,1,0,0,0,2,0,0,0,2764,1786,1.5,Low,0
2192,Customer Service Representative,Telecommunications,Full-time,"US, TX, SAN ANTONIO",Internship,Unspecified,0,0,0,1,1,1,0,0,0,0,841,0,30.9,Medium,1
2193,Control Engineer jobs in Iowa,Packaging and Containers,Full-time,"US, IA, Cedar Rapids",Mid-Senior level,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,509,393,0.4,Low,0
2194,Senior UI Designer,,,"US, OH,  Dayton",,,1,0,1,1,1,0,0,0,0,0,565,393,0.1,Low,0
2195,Fab Technician,,Full-time,"US, MA, Woburn",,High School or equivalent,1,1,1,1,1,0,0,0,0,0,226,559,12.1,Low,0
2196,Accounts Assistant,Retail,Full-time,"GB, LND, London",Entry level,High School or equivalent,1,1,1,1,1,0,2,0,0,0,1241,825,4.4,Low,0
2197,Ruby Developer - R&D Team,,Contract,"GB, ,",,,1,0,1,0,0,0,1,0,0,0,779,355,0.6,Low,0
2198,Library Director,Libraries,Full-time,"US, WI, Delavan",Director,Master's Degree,0,1,0,1,1,0,0,0,0,0,1365,0,1.9,Low,0
2199,Senior Engineer,,,"GB, LND, London",,,1,0,1,1,1,0,1,0,0,0,2787,996,0.1,Low,0
2200,Associate Business Development,Information Technology and Services,Full-time,"IE, , Work from home",Entry level,,0,0,0,0,0,0,0,0,0,0,883,0,9.6,Low,0
2201,Sr. Engineer,Automotive,Full-time,,Mid-Senior level,Bachelor's Degree,0,1,0,1,1,0,0,0,0,0,3779,0,13.7,Low,0
2202,Associate Business Development,Information Technology and Services,Full-time,"LU, , Work from home",Entry level,,0,0,0,0,0,0,0,0,0,0,1088,0,2.0,Low,0
2203,Key Account Manager - Spain,,,,,,1,0,1,0,0,0,0,0,0,0,552,870,0.4,Low,0
2204,Accountant - Leading Private Equity Firm,,,"US, ,",,,0,0,0,1,1,0,0,0,0,0,961,0,33.3,Medium,0
2205,Corporate Controller,Sporting Goods,Full-time,"US, OR, Portland",Mid-Senior level,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,3237,532,1.0,Low,0
2206,Waitress-barista in Four Points Sheraton,,,"AE, , Dubai",,,1,0,1,1,0,0,0,0,0,0,1656,781,1.1,Low,0
2207,Financial Services Professional,Financial Services,Full-time,"US, PA, Wilkes Barre",Not Applicable,Bachelor's Degree,1,0,1,0,0,0,1,0,0,0,2824,797,7.2,Low,0
2208,Junior Digital Account / Project Manager,Marketing and Advertising,Full-time,"GR, I, Athens",,,1,0,1,1,1,0,2,0,0,0,1888,1057,0.1,Low,0
2209,Associate Business Development,Information Technology and Services,Full-time,"FR, , Work from home",Entry level,,0,0,0,0,0,0,0,0,0,0,1088,0,2.0,Low,0
2210,Data Entry Admin/Clerical Positions - Work From Home,,,"US, ID, Pocatello",,,0,0,0,0,0,0,1,0,1,0,862,0,99.7,High,1
2211,NARRATIVE: Cultural Fits,,,"US, NY, NYC",,,1,0,1,0,0,0,0,0,0,0,151,627,3.7,Low,0
2212,Editorial Intern,,,,Internship,,1,0,1,1,0,0,1,0,0,0,1493,885,0.3,Low,0
2213,Line Cook - Immediate opening!,Restaurants,Full-time,"US, OH, Parma",,,1,0,0,1,0,0,2,0,0,0,2559,227,1.2,Low,0
2214,Social Worker,,Full-time,"US, NY, Albany",,Master's Degree,1,0,1,1,0,0,0,0,0,0,3270,1014,0.4,Low,0
2215,Systems Support Technician,Information Technology and Services,Full-time,"US, NY, New York",Entry level,Unspecified,1,0,1,1,0,0,2,0,0,0,1723,1194,0.3,Low,0
2216,Scrum Master,Information Technology and Services,Full-time,"GB, ,",Mid-Senior level,Bachelor's Degree,0,0,0,1,1,0,1,0,0,0,1407,0,0.4,Low,0
2217,Senior Javascript Developers,,,,,,1,0,1,1,0,0,1,0,0,0,820,755,0.8,Low,0
2218,CFO,Information Technology and Services,Full-time,"IT, 25, Milano",Associate,Bachelor's Degree,1,0,1,1,0,0,0,0,0,0,788,312,1.1,Low,0
2219,Live-In Caregiver Immediate Need,,,"US, MI, Berrien County",,,1,0,1,1,0,0,2,0,0,0,351,928,0.6,Low,0
2220,Photo Production Assistant,,,"US, CA, San Francisco",,,1,0,1,0,0,0,2,0,0,0,3136,601,1.8,Low,0
2221,Picker/Packers $10.50 Plus Overtime,Warehousing,Full-time,"US, GA, Braselton",Entry level,Unspecified,0,0,0,1,0,0,0,0,0,0,1114,0,66.2,High,0
2222,STEEL DETAILER,Staffing and Recruiting,Full-time,"PH, 07, Cebu City",,Master's Degree,1,0,1,1,0,0,0,0,0,0,491,464,0.8,Low,0
2223,Customer Service Advisor,,,"GB, HNS,",,,1,0,0,1,0,0,0,0,0,0,513,545,7.3,Low,0
2224,Inside Sales,"Health, Wellness and Fitness",Full-time,"US, FL, Pompano Beach",Mid-Senior level,Unspecified,1,0,1,1,1,0,1,0,0,0,2506,1628,0.9,Low,0
2225,Field Technician,Environmental Services,Full-time,"US, OK, Tulsa",Associate,High School or equivalent,0,0,0,0,0,0,1,0,0,0,3839,0,1.3,Low,0
2226,Inside Sales - Closer,Information Technology and Services,Full-time,"US, FL, Boca Raton",Associate,High School or equivalent,1,1,1,1,1,0,1,0,0,0,838,1628,0.3,Low,0
2227,Field Executive,Information Technology and Services,Full-time,"IN, HR, Gurgaon",Executive,Bachelor's Degree,0,1,0,0,0,0,0,0,0,0,1409,0,12.9,Low,0
2228,Software Engineer - Java Server  Application,Computer Software,Full-time,"US, FL, Tampa",Mid-Senior level,,1,0,1,1,0,0,0,0,0,0,1065,66,0.9,Low,0
2229,VP Operations,Information Technology and Services,Full-time,"GB, LDS, Leeds",Mid-Senior level,Bachelor's Degree,0,1,0,1,0,0,0,0,0,0,1022,0,1.6,Low,0
2230,Digital & Offline Copywriter,E-Learning,Full-time,"GB, LND, London",Mid-Senior level,Bachelor's Degree,1,1,1,1,1,0,1,0,0,0,2513,1611,0.0,Low,0
2231,Bristol Fragrance and Beauty Promotional Staff,Cosmetics,Temporary,"GB, , Bristol",Associate,Unspecified,1,0,1,1,1,0,1,0,0,0,855,827,0.1,Low,0
2232,GRADUATE PROJECT  ENGINEER(Energy Efficiency),Mining & Metals,Full-time,"ZA, NL, Richards Bay",Entry level,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,1429,422,2.9,Low,0
2233,English Teacher Abroad (Conversational),Education Management,Contract,"US, ND, Fargo",Entry level,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,456,53,1.5,Low,0
2234,Manager Trainee (Dallas),Building Materials,Full-time,"US, TX, Dallas",Entry level,Associate Degree,1,1,1,1,0,0,0,0,0,0,1737,432,3.0,Low,0
2235,Customer Support Associate,,,"EE, 37, Estonia",,,1,0,1,1,1,0,1,0,0,0,1169,310,0.2,Low,0
2236,Manager Trainee (Riviera Beach),Building Materials,Full-time,"US, FL, Rivera Beach",Entry level,Associate Degree,1,1,1,0,0,0,0,0,0,0,1752,432,2.0,Low,0
2237,Customer Service Associate,Facilities Services,Full-time,"US, OH, Fairfield",Entry level,High School or equivalent,1,0,1,1,0,0,1,0,0,0,1220,684,0.5,Low,0
2238,Bookkeeper/Accountant,Information Technology and Services,Full-time,"HK, ,",Mid-Senior level,Bachelor's Degree,1,0,1,1,0,0,1,0,0,0,264,505,0.6,Low,0
2239,Account Executive,Hospital & Health Care,Full-time,"US, CA, Fresno",Entry level,,1,0,1,1,1,0,0,0,0,0,973,815,2.3,Low,0
2240,IOS/Android Developers,Information Technology and Services,Full-time,"US, ,",Mid-Senior level,Professional,1,1,1,1,1,1,0,0,0,0,1725,1005,0.0,Low,0
2241,Office Manager,Online Media,Full-time,"GB, BIR, Birmingham",Mid-Senior level,Unspecified,1,1,1,1,1,0,0,0,0,0,1205,1178,1.2,Low,0
2242,Marketing Insights Analyst,,Full-time,"GB, LND, London",,,1,0,1,1,1,0,0,0,0,0,746,310,0.3,Low,0
2243,Japanese Translator,Computer Games,Full-time,"IN, HR, Gurgaon",Mid-Senior level,Certification,1,0,1,1,0,0,0,0,1,0,678,699,0.3,Low,0
2244,SR. INTERACTIVE ANIMATOR,,,"NL, NH, Hilversum",,,1,0,1,0,0,0,0,0,0,0,1705,1298,0.1,Low,0
2245,Account Manager,Hospital & Health Care,Full-time,"US, TX, Fort Worth",Mid-Senior level,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,3275,1628,0.5,Low,0
2246,Junior Web Application Developer,Computer Software,Full-time,"AU, VIC, Melbourne",Associate,Bachelor's Degree,1,1,1,1,1,0,0,0,0,0,1645,1146,1.2,Low,0
2247,Recruiter/HR,,,"PH, , Quezon City",,,0,0,0,1,1,0,0,0,0,0,183,0,80.0,High,0
2248,Account Executive/Digital Ad Sales,Marketing and Advertising,Full-time,US,Mid-Senior level,Bachelor's Degree,0,1,0,0,0,0,1,0,0,0,560,0,15.6,Low,0
2249,Ruby on Rails Application Engineer,Internet,Full-time,"GR, I, Athens",Associate,,1,0,1,1,1,0,0,0,0,0,733,512,0.1,Low,0
2250,Senior Software Developer,Marketing and Advertising,Full-time,"GR, I, Athens",Mid-Senior level,Unspecified,1,0,1,1,1,0,0,0,0,0,168,288,1.0,Low,0
2251,Senior Software Engineer Server Side (C++),Computer Software,Full-time,"GB, LND, London",Not Applicable,Unspecified,1,0,1,1,1,0,0,0,0,0,652,1294,0.1,Low,0
2252,Electrical Maintenance Technician,,Full-time,"US, OH, Cleveland",,,1,0,0,0,0,0,0,0,0,0,1160,228,0.4,Low,0
2253,Systems Technician,,,"CA, ON, Cornwall",,,1,0,1,0,0,0,1,0,0,0,1000,513,1.4,Low,0
2254,Ruby on Rails Developer @netguru,,,"PL, ,",,,1,0,1,1,1,1,0,0,0,0,303,153,0.8,Low,0
2255,"Director, Grants Management Service",Nonprofit Organization Management,Other,"US, CA, San Francisco",Director,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,2514,715,1.2,Low,0
2256,Business Development Intern,,Part-time,"US, NY, Brooklyn",Internship,,0,0,0,0,1,0,0,0,0,0,704,0,22.0,Low,0
2257,Sales Trainer & Consultant,,Full-time,"CA, ON, Toronto",,,1,0,1,1,1,0,0,0,0,0,1054,1708,0.3,Low,0
2258,HVAC Technician,Facilities Services,Full-time,"US, TX, Grapevine",,,0,0,0,1,1,0,0,0,0,0,103,0,71.7,High,0
2259,Graduate .NET Developer (C#),Telecommunications,Full-time,"IE, , Dublin",Entry level,,1,0,1,0,0,0,2,0,0,0,2317,1594,0.1,Low,0
2260,Back-end Developer,Computer Software,Full-time,"NL, NH, Amsterdam",Associate,,1,0,1,1,1,0,0,0,0,0,1156,509,0.9,Low,0
2261,Data analysis executive,Airlines/Aviation,Full-time,"GB, LND, Fulham",Associate,,1,0,1,1,0,0,1,0,0,0,1800,1419,0.0,Low,0
2262,Contract QA Engineer,Computer Software,Contract,"US, TX, Austin",Mid-Senior level,,1,0,1,1,1,0,2,0,0,0,1253,228,0.2,Low,0
2263,Pharmacy Technician,,,"US, TX, Houston",,,1,0,1,1,0,0,0,0,0,0,827,878,0.4,Low,0
2264,Business Development Manager,Internet,Full-time,"US, IN, Fishers",Associate,Bachelor's Degree,1,1,1,1,1,0,2,0,0,0,851,842,0.1,Low,0
2265,Marketing & Communications professional,Public Relations and Communications,Part-time,"GR, I, ATHENS",Mid-Senior level,Master's Degree,1,0,1,1,1,0,0,0,0,0,590,528,0.1,Low,0
2266,Android NDK Developer,Computer Games,Contract,"GR, B, Thessaloniki",Mid-Senior level,Unspecified,1,0,1,0,0,1,0,0,0,0,793,1863,0.1,Low,0
2267,Data Entry Admin/Clerical Positions - Work From Home,,,"US, CA, Vallejo",,,0,0,0,0,0,0,1,0,1,0,862,0,99.7,High,1
2268,Search Marketing Manager,Internet,Full-time,"GB, LND, London",Mid-Senior level,Bachelor's Degree,1,1,1,1,1,0,1,0,0,0,1567,825,0.1,Low,0
2269,"Sales Director, EMEA",Information Technology and Services,Full-time,"GB, , London",,,1,0,1,1,1,0,0,0,0,0,1547,463,19.1,Low,0
2270,Jr web developer,Computer Software,Full-time,US,Entry level,Bachelor's Degree,0,1,0,0,0,0,0,0,0,0,390,0,12.9,Low,0
2271,Software Developer,Telecommunications,Full-time,"GR, I, Athens",Mid-Senior level,,1,0,1,1,1,0,0,0,0,0,1684,2676,0.5,Low,0
2272,Web Designer and Front End Developer,Consumer Electronics,Full-time,"NZ, N, Auckland",,,1,0,1,1,1,0,0,0,0,0,1336,1309,0.1,Low,0
2273,Head of PR (m/f),,,"DE, BE, Berlin",,,1,0,1,1,1,0,0,0,0,0,1447,651,0.1,Low,0
2274,Customer Service Representative,Real Estate,Full-time,"US, OH, Columbus",Entry level,High School or equivalent,1,1,1,1,1,1,0,0,1,0,406,640,99.3,High,1
2275,Customer Service/Order Entry,,,"US, SC, columbia",,,1,0,0,1,1,0,0,0,0,0,225,901,4.3,Low,0
2276,Customer Service Associate,Computer Software,Full-time,"US, WA, Redmond",Entry level,High School or equivalent,1,0,1,1,0,0,0,0,0,0,1012,684,0.5,Low,0
2277,Tax Assembler,,,"US, MD, Rockville",,,1,0,1,1,0,0,0,0,0,0,658,955,2.3,Low,0
2278,Food and Beverage Director,Hospitality,Contract,,,,0,1,0,1,0,0,0,0,0,0,806,0,99.1,High,1
2279,Substance Abuse Counselor (Weaverville Center),Medical Practice,Full-time,"US, NC, Weaverville",Associate,,1,0,1,1,1,0,1,0,0,0,839,552,1.6,Low,0
2280,"Executive Management - ED, CEO, COO, VP Ops",Hospital & Health Care,Full-time,"US, ,",Executive,Master's Degree,1,0,0,1,1,0,1,0,0,0,120,924,0.3,Low,0
2281,Caregiver- Berrien/Cass Counties,Hospital & Health Care,,"US, MI, Niles/Dowagiac/Cassopolis",Entry level,Unspecified,1,0,1,1,1,0,0,0,0,0,605,175,1.1,Low,0
2282,Office & Community Coordinator,,Full-time,"US, NY, New York",Associate,,1,0,1,1,0,0,1,0,0,0,933,878,0.5,Low,0
2283,English Teacher Abroad (Conversational),Education Management,Contract,"US, WI, Milwaukee",,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,321,53,0.7,Low,0
2284,QA Automation Engineer,Education Management,Full-time,"US, NY, New York",Associate,Unspecified,1,0,1,1,1,0,0,0,0,0,706,479,1.4,Low,0
2285,Advisor-Inbound Technical,Telecommunications,Full-time,"US, WV, Charleston",Entry level,High School or equivalent,1,1,1,1,1,1,0,0,0,0,548,580,22.1,Low,0
2286,Database Administration Engineer DBA,Airlines/Aviation,Full-time,"IE, , Dublin",Mid-Senior level,Bachelor's Degree,1,0,1,1,0,0,0,0,0,0,1084,554,4.8,Low,0
2287,Strategist,Marketing and Advertising,Full-time,"US, CA, San Francisco",Mid-Senior level,,1,0,1,1,0,0,1,0,0,0,652,627,0.4,Low,0
2288,Digital Media specialist for Africa region,Online Media,Full-time,"US, DC, Washington",Not Applicable,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,198,1247,0.1,Low,0
2289,QA Engineer,Computer Software,Full-time,US,Entry level,Bachelor's Degree,0,1,0,0,0,0,0,0,0,0,331,0,0.9,Low,0
2290,UI UX Designer,Design,Full-time,"SG, 01,",Not Applicable,Unspecified,1,1,1,1,1,0,1,0,0,0,787,549,0.1,Low,0
2291,Machine Learning Scientist,,,"GB, ,",,,1,0,1,1,1,0,0,0,0,0,556,213,2.4,Low,0
2292,Swoon Star,Retail,Full-time,"GB, LND,",Entry level,Unspecified,1,1,1,1,1,0,0,0,0,0,1003,553,0.2,Low,0
2293,Cantebury Fragrance and Beauty Promotional Staff,Cosmetics,Temporary,"GB, , Cantebury",Associate,Unspecified,1,0,1,1,1,0,1,0,0,0,855,827,0.1,Low,0
2294,Heathrow/Langley Business Admin Apprenticeship,,Full-time,"GB, , Heathrow",Not Applicable,High School or equivalent,1,0,1,1,1,0,0,0,0,0,703,827,0.1,Low,0
2295,Sales Account Manager,Internet,Full-time,"US, IL, Chicago",Mid-Senior level,Bachelor's Degree,1,1,1,1,1,0,0,0,0,0,1332,1251,0.0,Low,0
2296,PT Prep/Cook,Nonprofit Organization Management,Other,"US, MO, St. Louis",Entry level,High School or equivalent,1,0,1,1,1,0,0,0,0,0,1466,467,5.4,Low,0
2297,O.R.I.O.N. Project Analyst - Route Mapping ($21+/hr),Transportation/Trucking/Railroad,Full-time,"US, GA, Roswell",,,0,0,1,0,0,0,0,0,0,0,1277,0,3.7,Low,0
2298,Maintenance Technician - Bowling club,Entertainment,Full-time,"PH, 02,",Entry level,,1,1,1,1,1,0,0,0,0,0,1121,991,1.3,Low,0
2299,Community Health Worker - Primary Care Outreach,Hospital & Health Care,Full-time,"CA, ON, Ottawa",,Bachelor's Degree,1,1,1,1,1,0,1,0,0,0,865,2480,1.0,Low,0
2300,SIA security,Security and Investigations,Temporary,"GB, LND,",Not Applicable,Unspecified,1,1,0,1,1,0,0,0,0,0,283,322,11.0,Low,0
2301,Sr. Software Engineer for Javascript/Java/Android,Computer Software,Full-time,"IN, AP, Visakhapatnam",Associate,Bachelor's Degree,1,1,1,1,1,0,1,0,0,0,655,339,0.2,Low,0
2302,Inside sales representative,Internet,Full-time,"GR, I, Athens",Associate,Unspecified,1,0,1,1,1,0,0,0,0,0,1166,418,0.3,Low,0
2303,Senior Oil & Gas Recruiter (Midstream/Upstream),Oil & Energy,Full-time,"US, TX, Dallas",Mid-Senior level,,1,0,1,1,0,0,1,0,1,0,2822,878,1.4,Low,0
2304,Creative Director / Design Director,Design,Full-time,"GB, , London",Director,Unspecified,1,0,1,1,1,0,1,0,0,0,1938,506,0.7,Low,0
2305,Project Manager / Business Analyst,Information Technology and Services,Contract,"US, DC,",Mid-Senior level,Bachelor's Degree,0,0,0,1,0,0,0,0,0,0,774,0,3.3,Low,0
2306,Social Media Strategist,Marketing and Advertising,Full-time,"US, NY, NY",Associate,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,907,855,0.9,Low,0
2307,Jr. Management Assistant/Booker,,,"NL, NH, Hilversum",,,1,0,1,0,0,0,0,0,0,0,2555,1298,0.1,Low,0
2308,PCP needed for $40 Lunch Shift!,Hospital & Health Care,Part-time,"US, CO, Aurora",,High School or equivalent,1,1,1,1,1,0,2,0,0,0,1087,815,1.1,Low,0
2309,Junior QA Specialist,Computer Software,Part-time,"DK, 84, Copenhagen",Entry level,Bachelor's Degree,1,0,1,1,1,0,2,0,0,0,760,588,0.9,Low,0
2310,Financial Aid Packaging Specialist,Education Management,Full-time,"US, CO, Denver (metro)",Associate,Bachelor's Degree,1,0,1,1,0,0,1,0,0,0,531,888,5.1,Low,0
2311,General Manager,Media Production,Full-time,"HK, , Hong Kong",Director,Bachelor's Degree,1,0,1,1,0,0,0,0,0,0,1190,505,0.2,Low,0
2312,Systems Engineer - LA,Information Technology and Services,Full-time,"US, CA, Los Angeles",Not Applicable,Unspecified,1,0,1,1,0,0,1,0,0,0,843,1194,0.2,Low,0
2313,Marketing Manager,Computer Software,Full-time,"US, ,",Entry level,Unspecified,1,0,1,1,1,1,0,0,0,0,1295,696,0.1,Low,0
2314,QA Engineer,Information Services,Part-time,,Associate,Bachelor's Degree,0,1,0,1,0,0,0,0,0,0,375,0,15.8,Low,0
2315,Staff Specialist Urologist QLD.,Medical Practice,Full-time,"AU, QLD, Brisbane",Mid-Senior level,,1,0,1,1,1,0,1,0,0,0,83,2437,0.1,Low,0
2316,Java Engineer,,,,,,0,0,0,0,0,0,0,0,0,0,1457,0,3.1,Low,0
2317,General Enquiries,Information Technology and Services,Full-time,"NZ, N, Albany",Mid-Senior level,Unspecified,1,0,1,0,0,0,1,0,0,0,485,1264,0.6,Low,0
2318,Customer Service Representative - Verizon,Consumer Services,Full-time,"US, NY, New York",Entry level,Unspecified,1,0,1,0,0,0,1,0,0,0,2161,1491,0.1,Low,0
2319,Head of Product,,Full-time,"GB, LND,",,,1,0,0,1,0,0,1,0,0,0,1061,174,2.3,Low,0
2320,Graduate application - Embedded SW Design,Electrical/Electronic Manufacturing,Full-time,"NZ, N, Auckland",Entry level,Bachelor's Degree,1,1,1,1,1,0,1,0,0,0,1007,904,3.1,Low,0
2321,Software Engineer,Computer Software,Full-time,"GR, I, Vrilissia , Greece",Entry level,Bachelor's Degree,0,0,0,1,1,0,1,0,0,0,315,0,2.2,Low,0
2322,Digital Marketing Manager,Construction,Full-time,"CA, BC, Langley",Mid-Senior level,Bachelor's Degree,1,0,1,1,0,0,1,0,0,0,2427,1064,0.5,Low,0
2323,UI Developer,Computer Software,Full-time,"US, TX, Austin",Associate,Bachelor's Degree,1,0,1,1,1,0,0,0,0,0,768,716,0.7,Low,0
2324,"Administrative Assistant, Business and Economics",Higher Education,Part-time,"US, ,",,Associate Degree,1,0,1,1,0,0,1,0,0,0,1257,655,15.7,Low,0
2325,Marketing and Communications Manager,Public Relations and Communications,Full-time,"GB, BIR, Birmingham",Associate,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,1644,1178,0.1,Low,0
2326,Intermediate Accountant,Construction,Full-time,"CA, BC, Langley",Mid-Senior level,,1,1,1,1,0,0,1,0,0,0,723,1064,1.5,Low,0
2327,GM Contracts,Construction,Full-time,"IN, AP, hyderabad",Mid-Senior level,Bachelor's Degree,0,1,1,1,0,1,0,0,0,0,593,0,1.3,Low,0
2328,Batley Business Admin Apprenticeship Government Funding Available for 16-18 Year Olds Only,,Full-time,"GB, , Batley",Entry level,High School or equivalent,1,0,1,1,1,0,0,0,0,0,629,827,0.2,Low,0
2329,ExpressionEngine Developer,Internet,Full-time,"DK, 84, Copenhagen",Associate,Unspecified,0,1,0,1,0,0,0,0,0,0,151,0,1.4,Low,0
2330,Communication and Web Marketing Assistant,Internet,Full-time,"BE, BRU, Brussels",Entry level,Unspecified,1,0,1,1,0,0,0,0,0,0,1010,249,0.3,Low,0
2331,Advertising Sales/Account Executive,Marketing and Advertising,Full-time,US,Mid-Senior level,Bachelor's Degree,0,1,0,0,0,0,1,0,0,0,560,0,16.5,Low,0
2332,Talent Sourcing Specialist,Information Technology and Services,Full-time,"NZ, N, Auckland",Associate,Unspecified,1,0,1,1,1,0,2,0,0,0,1229,1264,0.1,Low,0
2333,Sales Professional - Windows & Doors,Construction,Full-time,"CA, BC, Kelowna",Mid-Senior level,,1,1,1,0,0,0,0,0,0,0,1314,1064,1.3,Low,0
2334,Chat Agent,Internet,Part-time,"US, TX, Dickinson",Entry level,High School or equivalent,1,1,1,1,1,0,0,0,0,0,220,512,24.4,Low,0
2335,Integration Engineer,Telecommunications,Full-time,"GR, I, Athens",Mid-Senior level,Master's Degree,1,0,1,1,1,0,0,0,0,0,871,2676,0.2,Low,0
2336,Sales Manager,Hospital & Health Care,Full-time,"US, PA, Philadelphia",Mid-Senior level,Unspecified,1,1,1,1,1,0,2,0,1,0,2082,1628,0.2,Low,0
2337,Program Director (Danville Center),Medical Practice,Full-time,"US, VA, Danville",Director,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,1290,552,3.6,Low,0
2338,Publicist,Public Relations and Communications,Contract,"US, NY, New York City",Mid-Senior level,Bachelor's Degree,0,0,0,1,1,0,0,0,0,0,794,0,5.9,Low,0
2339,Software Developer (Web),Internet,Full-time,"HK, ,",Entry level,Bachelor's Degree,1,0,1,1,1,0,1,0,0,0,219,323,0.3,Low,0
2340,Internship (Customer Service),Insurance,Full-time,"GR, ,",Internship,Bachelor's Degree,1,1,1,1,1,0,0,0,0,0,546,577,1.6,Low,0
2341,Digital Account Executive,,,"GR, I, Gerakas",,,1,0,1,1,1,0,0,0,0,0,177,739,0.2,Low,0
2342,Digital Marketing Activator,E-Learning,Full-time,"GB, , London",Entry level,Bachelor's Degree,1,1,1,1,1,0,1,0,0,0,2304,1532,0.1,Low,0
2343,Marketing Intern,,Part-time,"US, ,",Internship,,0,0,1,1,1,0,1,0,0,0,1894,0,4.3,Low,0
2344,Star (Retail Associate) - St. Louis Galleria,Retail,Part-time,"US, MO, St. Louis",Associate,High School or equivalent,1,0,1,1,1,0,1,0,0,0,1356,799,1.9,Low,0
2345,Part-time Chef,,,"GB, HRT, Bushey",,,1,0,1,1,0,0,1,0,0,0,938,445,0.6,Low,0
